Well,Cycle,FAM
F12,13,-3139.468506
G1,13,19435.89844
G2,13,22481.24805
G3,13,22661.2832
G4,13,1155.285645
G5,13,-167.1733093
G6,13,-1293.097168
G7,13,1659.596802
G8,13,-2428.393066
G9,13,-2378.423584
G10,13,-2891.779785
G11,13,
G12,13,
H1,13,8320.894531
H2,13,-314.7097778
H3,13,3195.572998
H4,13,-2626.887939
H5,13,-2225.536133
H6,13,-2655.612793
H7,13,-3269.218262
H8,13,-3328.198242
H9,13,-3160.260742
H10,13,-3419.260742
H11,13,-2684.841309
H12,13,
A1,14,27028.80078
A2,14,34950.6875
A3,14,55253.01563
A4,14,60313.03906
A5,14,67355.45313
A6,14,67280.42969
A7,14,33259.66406
A8,14,54701.875
A9,14,56883.90234
A10,14,-2687.546875
A11,14,-2864.921387
A12,14,-1787.468262
B1,14,24061.63281
