Well,Cycle,FAM
F6,14,-4250.512695
F7,14,-4272.098633
F8,14,
F9,14,
F10,14,
F11,14,
F12,14,
G1,14,-4214.539063
G2,14,-4566.233398
G3,14,-4636.991211
G4,14,-3526.316895
G5,14,-4910.238281
G6,14,-4655.568359
G7,14,
G8,14,
G9,14,
G10,14,
G11,14,
G12,14,
H1,14,-2250.410889
H2,14,-4547.290039
H3,14,-4038.565918
H4,14,-4728.405273
H5,14,-4423.110352
H6,14,-4849.995117
H7,14,
H8,14,
H9,14,
H10,14,
H11,14,
H12,14,
A1,15,20909.45898
A2,15,21566.92969
A3,15,21525.875
A4,15,-4481.692871
A5,15,-4434.358398
A6,15,-4247.024414
A7,15,-3668.666016
A8,15,-4439.325195
A9,15,
A10,15,
A11,15,
A12,15,
B1,15,21931.76953
B2,15,21750.52148
B3,15,20727.41211
B4,15,-4133.529785
B5,15,-4090.70166
B6,15,-4366.334961
B7,15,-4522.195313
B8,15,-4712.700195
B9,15,
B10,15,
B11,15,
B12,15,
C1,15,21422.92578
C2,15,21454.04492
C3,15,18654.85547
C4,15,-4015.869141
C5,15,-2756.693359
C6,15,-4682.134766
C7,15,-4604.730469
C8,15,-4500.214844
C9,15,
C10,15,
C11,15,
C12,15,
D1,15,18753.70313
D2,15,23175.17578
D3,15,20719.15625
D4,15,-4351.572266
D5,15,-3647.726074
D6,15,-4445.621582
D7,15,-4440.110352
D8,15,
D9,15,
D10,15,
D11,15,
D12,15,
E1,15,21643.28125
E2,15,20004.42969
E3,15,23630.28516
E4,15,-4257.553711
E5,15,-4355.243164
E6,15,-4333.681641
E7,15,-4278.842773
E8,15,
E9,15,
E10,15,
E11,15,
E12,15,
F1,15,-3867.925293
F2,15,-3556.756836
F3,15,-3975.120361
F4,15,-4317.273438
F5,15,-4048.351563
F6,15,-4250.15625
F7,15,-4280.952148
F8,15,
F9,15,
F10,15,
F11,15,
F12,15,
G1,15,-4226.618164
G2,15,-4549.28418
G3,15,-4611.923828
G4,15,-3527.394775
G5,15,-4925.041016
G6,15,-4654.816406
G7,15,
G8,15,
G9,15,
G10,15,
G11,15,
G12,15,
H1,15,-2258.51709
H2,15,-4536.378906
H3,15,-4039.921631
H4,15,-4721.771484
H5,15,-4413.974609
H6,15,-4859.140137
H7,15,
H8,15,
H9,15,
H10,15,
H11,15,
H12,15,
A1,16,20937.33203
A2,16,21783.12891
A3,16,21612.63672
A4,16,-4475.458984
A5,16,-4418.323242
A6,16,-4235.090332
A7,16,-3674.197754
A8,16,-4441.72998
A9,16,
A10,16,
A11,16,
A12,16,
B1,16,21924.39648
B2,16,21801.86523
B3,16,20745.85547
B4,16,-4119.257813
B5,16,-4077.78833
B6,16,-4364.580078
B7,16,-4514.84668
B8,16,-4697.721191
B9,16,
B10,16,
B11,16,
B12,16,
C1,16,21421.68359
C2,16,21477.02539
C3,16,18796.60547
C4,16,-4006.614746
C5,16,-2696.332764
C6,16,-4682.202148
C7,16,-4625.528809
C8,16,-4487.074219
C9,16,
C10,16,
C11,16,
C12,16,
D1,16,18750.94531
D2,16,23256.19922
